Date,Open,High,Low,Close,Adj Close,Volume
2012-05-18,54.889999,55.340000,53.779999,53.990002,48.179886,6420400
2012-05-21,54.090000,55.599998,54.080002,55.549999,49.571991,4825900
2012-05-22,55.759998,56.630001,55.500000,55.720001,49.723713,5832200
2012-05-23,55.450001,55.880001,54.700001,55.360001,49.402454,4671800
2012-05-24,55.029999,56.740002,55.009998,56.220001,50.169895,7192400
2012-05-25,56.169998,56.560001,55.869999,56.119999,50.080654,4306500
2012-05-29,56.080002,56.250000,55.500000,56.150002,50.107430,5005900
2012-05-30,56.000000,56.470001,55.779999,56.169998,50.125275,4398100
2012-05-31,56.209999,56.330002,55.459999,55.770000,49.768326,6343300
2012-06-01,55.220001,55.900002,54.939999,55.040001,49.116882,5703900
2012-06-04,54.770000,55.349998,54.689999,54.910000,49.000874,5508000
2012-06-05,54.840000,56.200001,54.720001,56.040001,50.009274,6112200
2012-06-06,56.610001,57.700001,56.500000,57.700001,51.490635,6776600
2012-06-07,57.799999,58.389999,57.400002,57.450001,51.267532,7249100
2012-06-08,56.840000,58.389999,56.840000,58.000000,51.758347,6406900
2012-06-11,58.220001,58.380001,57.400002,57.459999,51.276443,6236300
2012-06-12,57.470001,58.130001,57.000000,57.840000,51.615559,6023900
2012-06-13,57.720001,58.529999,57.570000,58.009998,51.958141,6373600
2012-06-14,58.169998,59.380001,57.889999,59.250000,53.068794,6649800
2012-06-15,59.689999,59.849998,58.509998,58.900002,52.755318,9021000
2012-06-18,58.790001,59.470001,58.180000,59.419998,53.221066,9718000
2012-06-19,59.580002,60.750000,59.369999,60.259998,53.973415,8602400
2012-06-20,59.950001,60.230000,59.299999,59.599998,53.382275,4344500
2012-06-21,59.830002,60.040001,58.270000,58.340000,52.253731,5320500
2012-06-22,58.500000,59.529999,58.410000,59.070000,52.907562,7494300
2012-06-25,58.590000,59.099998,57.650002,57.689999,51.671535,6884400
2012-06-26,57.660000,59.160000,57.230000,58.799999,52.665745,7458200
2012-06-27,59.500000,60.599998,58.820000,59.290001,53.104630,7088700
2012-06-28,58.869999,60.500000,55.340000,59.599998,53.382275,25319900
2012-06-29,60.340000,60.599998,57.869999,58.500000,52.397038,11121700
2012-07-02,58.889999,59.310001,55.959999,56.259998,50.390713,12997500
2012-07-03,56.389999,56.730000,54.740002,54.880001,49.154686,8460200
2012-07-05,54.880001,56.160000,54.860001,55.810001,49.987659,6937800
2012-07-06,55.290001,55.939999,55.150002,55.820000,49.996624,4458600
2012-07-09,56.290001,56.660000,55.529999,56.090000,50.238457,4241500
2012-07-10,56.270000,56.439999,55.240002,55.700001,49.889133,5662700
2012-07-11,55.770000,56.290001,55.700001,56.040001,50.193676,5316400
2012-07-12,55.880001,55.900002,54.439999,54.570000,48.877033,6079200
2012-07-13,54.610001,55.549999,54.570000,55.200001,49.441303,5053000
2012-07-16,55.180000,55.279999,54.720001,55.160000,49.405472,3170100
2012-07-17,55.209999,56.200001,54.889999,55.900002,50.068279,6180000
2012-07-18,55.540001,56.480000,54.869999,56.349998,50.471336,5090200
2012-07-19,57.389999,57.599998,53.630001,54.990002,49.253220,16696600
2012-07-20,54.869999,55.830002,54.860001,55.410000,49.629398,8367300
2012-07-23,54.369999,55.060001,53.970001,54.509998,48.823296,6037000
2012-07-24,54.639999,55.099998,54.310001,54.900002,49.172607,7561100
2012-07-25,51.500000,52.959999,51.009998,52.480000,47.005062,19603900
2012-07-26,53.119999,53.349998,50.889999,52.009998,46.584103,10510600
2012-07-27,51.810001,53.509998,51.689999,53.340000,47.775352,8569900
2012-07-30,53.320000,53.709999,52.889999,53.259998,47.703690,4405400
2012-07-31,52.740002,53.189999,51.080002,51.090000,45.760086,9879500
2012-08-01,51.209999,51.919998,50.750000,51.209999,45.867565,7617600
2012-08-02,50.750000,51.759998,50.320000,51.099998,45.769039,7320500
