Date,Open,High,Low,Close,Adj Close,Volume
2012-12-13,31.320000,31.320000,31.320000,31.320000,20.976139,0
2012-12-14,31.240000,31.240000,31.240000,31.240000,20.922558,0
2012-12-17,31.540001,31.540001,31.540001,31.540001,21.123478,0
2012-12-18,31.870001,31.870001,31.870001,31.870001,21.344488,0
2012-12-19,31.680000,31.680000,31.680000,31.680000,21.217243,0
2012-12-20,31.799999,31.799999,31.799999,31.799999,21.297609,0
2012-12-21,31.330000,31.330000,31.330000,31.330000,21.132360,0
2012-12-24,31.250000,31.250000,31.250000,31.250000,21.078396,0
2012-12-26,31.129999,31.129999,31.129999,31.129999,20.997458,0
2012-12-27,31.110001,31.110001,31.110001,31.110001,20.983963,0
2012-12-28,30.780001,30.780001,30.780001,30.780001,20.761372,0
2012-12-31,31.209999,31.209999,31.209999,31.209999,21.051413,0
2013-01-02,31.850000,31.850000,31.850000,31.850000,21.483095,0
2013-01-03,31.850000,31.850000,31.850000,31.850000,21.483095,0
2013-01-04,32.020000,32.020000,32.020000,32.020000,21.597765,0
2013-01-07,31.900000,31.900000,31.900000,31.900000,21.516823,0
2013-01-08,31.730000,31.730000,31.730000,31.730000,21.402159,0
2013-01-09,31.840000,31.840000,31.840000,31.840000,21.476355,0
2013-01-10,32.049999,32.049999,32.049999,32.049999,21.617998,0
2013-01-11,32.040001,32.040001,32.040001,32.040001,21.611258,0
2013-01-14,32.070000,32.070000,32.070000,32.070000,21.631491,0
2013-01-15,32.110001,32.110001,32.110001,32.110001,21.658474,0
2013-01-16,32.000000,32.000000,32.000000,32.000000,21.584280,0
2013-01-17,32.209999,32.209999,32.209999,32.209999,21.725924,0
2013-01-18,32.320000,32.320000,32.320000,32.320000,21.800116,0
2013-01-22,32.430000,32.430000,32.430000,32.430000,21.874311,0
2013-01-23,32.430000,32.430000,32.430000,32.430000,21.874311,0
2013-01-24,32.529999,32.529999,32.529999,32.529999,21.941767,0
2013-01-25,32.730000,32.730000,32.730000,32.730000,22.076668,0
2013-01-28,32.619999,32.619999,32.619999,32.619999,22.002472,0
2013-01-29,32.799999,32.799999,32.799999,32.799999,22.123880,0
2013-01-30,32.709999,32.709999,32.709999,32.709999,22.063175,0
2013-01-31,32.529999,32.529999,32.529999,32.529999,21.941767,0
2013-02-01,32.810001,32.810001,32.810001,32.810001,22.130629,0
2013-02-04,32.389999,32.389999,32.389999,32.389999,21.847332,0
2013-02-05,32.610001,32.610001,32.610001,32.610001,21.995726,0
2013-02-06,32.650002,32.650002,32.650002,32.650002,22.022705,0
2013-02-07,32.580002,32.580002,32.580002,32.580002,21.975491,0
2013-02-08,32.700001,32.700001,32.700001,32.700001,22.056433,0
2013-02-11,32.669998,32.669998,32.669998,32.669998,22.036196,0
2013-02-12,32.810001,32.810001,32.810001,32.810001,22.130629,0
2013-02-13,32.810001,32.810001,32.810001,32.810001,22.130629,0
2013-02-14,32.830002,32.830002,32.830002,32.830002,22.144119,0
2013-02-15,32.840000,32.840000,32.840000,32.840000,22.150864,0
2013-02-19,33.099998,33.099998,33.099998,33.099998,22.326239,0
2013-02-20,32.799999,32.799999,32.799999,32.799999,22.123880,0
2013-02-21,32.580002,32.580002,32.580002,32.580002,21.975491,0
2013-02-22,32.889999,32.889999,32.889999,32.889999,22.184586,0
2013-02-25,32.340000,32.340000,32.340000,32.340000,21.813610,0
2013-02-26,32.590000,32.590000,32.590000,32.590000,21.982237,0
2013-02-27,33.049999,33.049999,33.049999,33.049999,22.292507,0
2013-02-28,33.040001,33.040001,33.040001,33.040001,22.285767,0
2013-03-01,33.099998,33.099998,33.099998,33.099998,22.326239,0
2013-03-04,33.270000,33.270000,33.270000,33.270000,22.440901,0
2013-03-05,33.540001,33.540001,33.540001,33.540001,22.623022,0
2013-03-06,33.590000,33.590000,33.590000,33.590000,22.656746,0
2013-03-07,33.669998,33.669998,33.669998,33.669998,22.710707,0
2013-03-08,33.790001,33.790001,33.790001,33.790001,22.791647,0
2013-03-11,33.939999,33.939999,33.939999,33.939999,22.892824,0
2013-03-12,33.939999,33.939999,33.939999,33.939999,22.892824,0
2013-03-13,33.990002,33.990002,33.990002,33.990002,22.926548,0
2013-03-14,34.150002,34.150002,34.150002,34.150002,23.034472,0
2013-03-15,34.130001,34.130001,34.130001,34.130001,23.020977,0
2013-03-18,33.930000,33.930000,33.930000,33.930000,22.886080,0
2013-03-19,33.869999,33.869999,33.869999,33.869999,22.845606,0
2013-03-20,34.009998,34.009998,34.009998,34.009998,22.940035,0
2013-03-21,33.740002,33.740002,33.740002,33.740002,22.757917,0
2013-03-22,33.770000,33.770000,33.770000,33.770000,22.896921,0
2013-03-25,33.630001,33.630001,33.630001,33.630001,22.801994,0
2013-03-26,33.930000,33.930000,33.930000,33.930000,23.005405,0
2013-03-27,33.900002,33.900002,33.900002,33.900002,22.985064,0
2013-03-28,34.029999,34.029999,34.029999,34.029999,23.073202,0
2013-04-01,33.930000,33.930000,33.930000,33.930000,23.005405,0
2013-04-02,34.080002,34.080002,34.080002,34.080002,23.107098,0
2013-04-03,33.830002,33.830002,33.830002,33.830002,22.937601,0
2013-04-04,33.959999,33.959999,33.959999,33.959999,23.025740,0
2013-04-05,33.869999,33.869999,33.869999,33.869999,22.964718,0
2013-04-08,34.070000,34.070000,34.070000,34.070000,23.100325,0
2013-04-09,34.200001,34.200001,34.200001,34.200001,23.188467,0
2013-04-10,34.549999,34.549999,34.549999,34.549999,23.425774,0
2013-04-11,34.680000,34.680000,34.680000,34.680000,23.513918,0
2013-04-12,34.630001,34.630001,34.630001,34.630001,23.480019,0
2013-04-15,33.910000,33.910000,33.910000,33.910000,22.991838,0
2013-04-16,34.270000,34.270000,34.270000,34.270000,23.235931,0
2013-04-17,33.880001,33.880001,33.880001,33.880001,22.971500,0
2013-04-18,33.810001,33.810001,33.810001,33.810001,22.924040,0
2013-04-19,34.230000,34.230000,34.230000,34.230000,23.208805,0
2013-04-22,34.369999,34.369999,34.369999,34.369999,23.303730,0
2013-04-23,34.630001,34.630001,34.630001,34.630001,23.480019,0
2013-04-24,34.660000,34.660000,34.660000,34.660000,23.500357,0
2013-04-25,34.849998,34.849998,34.849998,34.849998,23.629181,0
2013-04-26,34.830002,34.830002,34.830002,34.830002,23.615625,0
2013-04-29,35.009998,35.009998,35.009998,35.009998,23.737669,0
2013-04-30,35.080002,35.080002,35.080002,35.080002,23.785130,0
2013-05-01,34.770000,34.770000,34.770000,34.770000,23.574938,0
2013-05-02,35.020000,35.020000,35.020000,35.020000,23.744448,0
2013-05-03,35.349998,35.349998,35.349998,35.349998,23.968193,0
2013-05-06,35.380001,35.380001,35.380001,35.380001,23.988533,0
2013-05-07,35.580002,35.580002,35.580002,35.580002,24.124138,0
2013-05-08,35.700001,35.700001,35.700001,35.700001,24.205505,0
2013-05-09,35.610001,35.610001,35.610001,35.610001,24.144480,0
2013-05-10,35.709999,35.709999,35.709999,35.709999,24.212280,0
2013-05-13,35.709999,35.709999,35.709999,35.709999,24.212280,0
2013-05-14,36.110001,36.110001,36.110001,36.110001,24.483496,0
2013-05-15,36.299999,36.299999,36.299999,36.299999,24.612320,0
2013-05-16,36.099998,36.099998,36.099998,36.099998,24.476715,0
2013-05-17,36.459999,36.459999,36.459999,36.459999,24.720808,0
2013-05-20,36.419998,36.419998,36.419998,36.419998,24.693684,0
2013-05-21,36.590000,36.590000,36.590000,36.590000,24.808950,0
2013-05-22,36.380001,36.380001,36.380001,36.380001,24.666565,0
2013-05-23,36.330002,36.330002,36.330002,36.330002,24.632669,0
2013-05-24,36.330002,36.330002,36.330002,36.330002,24.632669,0
2013-05-28,36.509998,36.509998,36.509998,36.509998,24.754705,0
2013-05-29,36.220001,36.220001,36.220001,36.220001,24.558086,0
2013-05-30,36.330002,36.330002,36.330002,36.330002,24.632669,0
2013-05-31,35.840000,35.840000,35.840000,35.840000,24.300428,0
2013-06-03,36.110001,36.110001,36.110001,36.110001,24.483496,0
2013-06-04,35.970001,35.970001,35.970001,35.970001,24.388575,0
2013-06-05,35.500000,35.500000,35.500000,35.500000,24.069899,0
2013-06-06,35.799999,35.799999,35.799999,35.799999,24.273308,0
2013-06-07,36.270000,36.270000,36.270000,36.270000,24.591978,0
2013-06-10,36.290001,36.290001,36.290001,36.290001,24.605545,0
2013-06-11,35.959999,35.959999,35.959999,35.959999,24.381792,0
2013-06-12,35.689999,35.689999,35.689999,35.689999,24.198721,0
2013-06-13,36.130001,36.130001,36.130001,36.130001,24.497057,0
2013-06-14,35.919998,35.919998,35.919998,35.919998,24.354668,0
2013-06-17,36.139999,36.139999,36.139999,36.139999,24.503838,0
2013-06-18,36.419998,36.419998,36.419998,36.419998,24.693684,0
2013-06-19,35.939999,35.939999,35.939999,35.939999,24.368229,0
2013-06-20,35.119999,35.119999,35.119999,35.119999,23.812248,0
2013-06-21,35.049999,35.049999,35.049999,35.049999,23.883801,0
2013-06-24,34.680000,34.680000,34.680000,34.680000,23.631674,0
2013-06-25,34.970001,34.970001,34.970001,34.970001,23.829288,0
2013-06-26,35.360001,35.360001,35.360001,35.360001,24.095039,0
2013-06-27,35.570000,35.570000,35.570000,35.570000,24.238142,0
2013-06-28,35.450001,35.450001,35.450001,35.450001,24.156372,0
2013-07-01,35.590000,35.590000,35.590000,35.590000,24.251768,0
2013-07-02,35.500000,35.500000,35.500000,35.500000,24.190435,0
2013-07-03,35.529999,35.529999,35.529999,35.529999,24.210880,0
2013-07-05,35.880001,35.880001,35.880001,35.880001,24.449381,0
2013-07-08,36.099998,36.099998,36.099998,36.099998,24.599287,0
2013-07-09,36.380001,36.380001,36.380001,36.380001,24.790091,0
2013-07-10,36.360001,36.360001,36.360001,36.360001,24.776459,0
2013-07-11,36.840000,36.840000,36.840000,36.840000,25.103546,0
2013-07-12,36.880001,36.880001,36.880001,36.880001,25.130798,0
2013-07-15,37.000000,37.000000,37.000000,37.000000,25.212566,0
2013-07-16,36.860001,36.860001,36.860001,36.860001,25.117170,0
2013-07-17,36.919998,36.919998,36.919998,36.919998,25.158056,0
2013-07-18,37.090000,37.090000,37.090000,37.090000,25.273899,0
2013-07-19,37.130001,37.130001,37.130001,37.130001,25.301155,0
2013-07-22,37.220001,37.220001,37.220001,37.220001,25.362484,0
2013-07-23,37.270000,37.270000,37.270000,37.270000,25.396553,0
2013-07-24,37.139999,37.139999,37.139999,37.139999,25.307966,0
2013-07-25,37.180000,37.180000,37.180000,37.180000,25.335224,0
2013-07-26,37.180000,37.180000,37.180000,37.180000,25.335224,0
2013-07-29,37.060001,37.060001,37.060001,37.060001,25.253452,0
2013-07-30,37.000000,37.000000,37.000000,37.000000,25.212566,0
2013-07-31,37.000000,37.000000,37.000000,37.000000,25.212566,0
2013-08-01,37.369999,37.369999,37.369999,37.369999,25.464693,0
2013-08-02,37.470001,37.470001,37.470001,37.470001,25.532837,0
2013-08-05,37.369999,37.369999,37.369999,37.369999,25.464693,0
2013-08-06,37.250000,37.250000,37.250000,37.250000,25.382921,0
2013-08-07,37.130001,37.130001,37.130001,37.130001,25.301155,0
2013-08-08,37.279999,37.279999,37.279999,37.279999,25.403368,0
2013-08-09,37.160000,37.160000,37.160000,37.160000,25.321596,0
2013-08-12,37.070000,37.070000,37.070000,37.070000,25.260265,0
2013-08-13,37.180000,37.180000,37.180000,37.180000,25.335224,0
2013-08-14,36.910000,36.910000,36.910000,36.910000,25.151245,0
2013-08-15,36.450001,36.450001,36.450001,36.450001,24.837788,0
2013-08-16,36.380001,36.380001,36.380001,36.380001,24.790091,0
2013-08-19,36.189999,36.189999,36.189999,36.189999,24.660614,0
2013-08-20,36.250000,36.250000,36.250000,36.250000,24.701508,0
2013-08-21,36.020000,36.020000,36.020000,36.020000,24.544779,0
2013-08-22,36.320000,36.320000,36.320000,36.320000,24.749199,0
2013-08-23,36.529999,36.529999,36.529999,36.529999,24.892303,0
2013-08-26,36.389999,36.389999,36.389999,36.389999,24.796898,0
2013-08-27,35.880001,35.880001,35.880001,35.880001,24.449381,0
2013-08-28,36.009998,36.009998,36.009998,36.009998,24.537960,0
2013-08-29,36.060001,36.060001,36.060001,36.060001,24.572037,0
2013-08-30,35.950001,35.950001,35.950001,35.950001,24.497078,0
2013-09-03,36.020000,36.020000,36.020000,36.020000,24.544779,0
2013-09-04,36.259998,36.259998,36.259998,36.259998,24.708319,0
2013-09-05,36.259998,36.259998,36.259998,36.259998,24.708319,0
2013-09-06,36.250000,36.250000,36.250000,36.250000,24.701508,0
2013-09-09,36.540001,36.540001,36.540001,36.540001,24.899117,0
2013-09-10,36.880001,36.880001,36.880001,36.880001,25.130798,0
2013-09-11,37.040001,37.040001,37.040001,37.040001,25.239828,0
2013-09-12,36.990002,36.990002,36.990002,36.990002,25.205759,0
2013-09-13,37.099998,37.099998,37.099998,37.099998,25.280712,0
2013-09-16,37.400002,37.400002,37.400002,37.400002,25.485142,0
2013-09-17,37.560001,37.560001,37.560001,37.560001,25.594164,0
2013-09-18,38.000000,38.000000,38.000000,38.000000,25.893986,0
2013-09-19,38.020000,38.020000,38.020000,38.020000,25.907619,0
2013-09-20,37.500000,37.500000,37.500000,37.500000,25.671442,0
2013-09-23,37.349998,37.349998,37.349998,37.349998,25.568758,0
2013-09-24,37.279999,37.279999,37.279999,37.279999,25.520840,0
2013-09-25,37.139999,37.139999,37.139999,37.139999,25.424995,0
2013-09-26,37.299999,37.299999,37.299999,37.299999,25.534531,0
2013-09-27,37.160000,37.160000,37.160000,37.160000,25.438686,0
2013-09-30,36.939999,36.939999,36.939999,36.939999,25.288080,0
2013-10-01,37.169998,37.169998,37.169998,37.169998,25.445534,0
2013-10-02,37.090000,37.090000,37.090000,37.090000,25.390766,0
2013-10-03,36.799999,36.799999,36.799999,36.799999,25.192242,0
2013-10-04,36.980000,36.980000,36.980000,36.980000,25.315462,0
2013-10-07,36.700001,36.700001,36.700001,36.700001,25.123785,0
2013-10-08,36.340000,36.340000,36.340000,36.340000,24.877344,0
2013-10-09,36.330002,36.330002,36.330002,36.330002,24.870499,0
2013-10-10,37.099998,37.099998,37.099998,37.099998,25.397612,0
2013-10-11,37.290001,37.290001,37.290001,37.290001,25.527683,0
2013-10-14,37.410000,37.410000,37.410000,37.410000,25.609831,0
2013-10-15,37.150002,37.150002,37.150002,37.150002,25.431843,0
2013-10-16,37.630001,37.630001,37.630001,37.630001,25.760435,0
2013-10-17,37.950001,37.950001,37.950001,37.950001,25.979496,0
2013-10-18,38.130001,38.130001,38.130001,38.130001,26.102722,0
2013-10-21,38.110001,38.110001,38.110001,38.110001,26.089027,0
2013-10-22,38.340000,38.340000,38.340000,38.340000,26.246481,0
2013-10-23,38.270000,38.270000,38.270000,38.270000,26.198563,0
2013-10-24,38.369999,38.369999,38.369999,38.369999,26.267019,0
2013-10-25,38.639999,38.639999,38.639999,38.639999,26.451859,0
2013-10-28,38.619999,38.619999,38.619999,38.619999,26.438162,0
2013-10-29,38.840000,38.840000,38.840000,38.840000,26.588770,0
2013-10-30,38.680000,38.680000,38.680000,38.680000,26.479233,0
2013-10-31,38.490002,38.490002,38.490002,38.490002,26.349165,0
2013-11-01,38.610001,38.610001,38.610001,38.610001,26.431316,0
2013-11-04,38.709999,38.709999,38.709999,38.709999,26.499771,0
2013-11-05,38.650002,38.650002,38.650002,38.650002,26.458702,0
2013-11-06,38.930000,38.930000,38.930000,38.930000,26.650377,0
2013-11-07,38.450001,38.450001,38.450001,38.450001,26.321795,0
2013-11-08,38.880001,38.880001,38.880001,38.880001,26.616152,0
2013-11-11,38.830002,38.830002,38.830002,38.830002,26.581923,0
2013-11-12,38.740002,38.740002,38.740002,38.740002,26.520306,0
2013-11-13,39.000000,39.000000,39.000000,39.000000,26.698296,0
2013-11-14,39.259998,39.259998,39.259998,39.259998,26.876286,0
2013-11-15,39.410000,39.410000,39.410000,39.410000,26.978973,0
2013-11-18,39.340000,39.340000,39.340000,39.340000,26.931053,0
2013-11-19,39.310001,39.310001,39.310001,39.310001,26.910517,0
2013-11-20,39.119999,39.119999,39.119999,39.119999,26.780447,0
2013-11-21,39.419998,39.419998,39.419998,39.419998,26.985821,0
2013-11-22,39.660000,39.660000,39.660000,39.660000,27.150114,0
2013-11-25,39.610001,39.610001,39.610001,39.610001,27.115887,0
2013-11-26,39.590000,39.590000,39.590000,39.590000,27.102194,0
2013-11-27,39.660000,39.660000,39.660000,39.660000,27.150114,0
2013-11-29,39.639999,39.639999,39.639999,39.639999,27.136431,0
2013-12-02,39.540001,39.540001,39.540001,39.540001,27.067963,0
2013-12-03,39.349998,39.349998,39.349998,39.349998,26.937902,0
2013-12-04,39.270000,39.270000,39.270000,39.270000,26.883133,0
2013-12-05,39.110001,39.110001,39.110001,39.110001,26.773602,0
2013-12-06,39.590000,39.590000,39.590000,39.590000,27.102194,0
2013-12-09,39.680000,39.680000,39.680000,39.680000,27.163809,0
2013-12-10,39.529999,39.529999,39.529999,39.529999,27.061131,0
2013-12-11,39.110001,39.110001,39.110001,39.110001,26.773602,0
2013-12-12,38.970001,38.970001,38.970001,38.970001,26.677757,0
2013-12-13,39.000000,39.000000,39.000000,39.000000,26.698296,0
2013-12-16,39.220001,39.220001,39.220001,39.220001,26.848913,0
2013-12-17,39.070000,39.070000,39.070000,39.070000,26.746214,0
2013-12-18,39.689999,39.689999,39.689999,39.689999,27.170656,0
2013-12-19,39.709999,39.709999,39.709999,39.709999,27.184347,0
2013-12-20,38.810001,38.810001,38.810001,38.810001,27.335779,0
2013-12-23,38.950001,38.950001,38.950001,38.950001,27.434399,0
2013-12-24,39.090000,39.090000,39.090000,39.090000,27.532999,0
2013-12-26,39.320000,39.320000,39.320000,39.320000,27.695000,0
2013-12-27,39.299999,39.299999,39.299999,39.299999,27.680916,0
2013-12-30,39.279999,39.279999,39.279999,39.279999,27.666821,0
2013-12-31,39.430000,39.430000,39.430000,39.430000,27.772476,0
2014-01-02,39.080002,39.080002,39.080002,39.080002,27.525955,0
2014-01-03,39.099998,39.099998,39.099998,39.099998,27.540043,0
2014-01-06,38.980000,38.980000,38.980000,38.980000,27.455519,0
